"id","review","rating"
283,"we have 5 of these.  one of our bostons loves it, but then he uses as a sucking toy.  instead of a teddy bear, it is more of a tiddy bear for him.  really all the dog like them.  i throw them in the wash every couple of weeks, but they have held up longer than some of the othe toys.",5
286,"Smaller than I expected, but the dogs like this toy. My dogs don't try to destroy toys, they just play hard with them....and this has stood up to their playing.",4
297,"I liked that it didn't have any stuffing, made clean up a lot easier after my dog demolished it.  The toy lasted about an hour for a 55 lb lab that is a heavy chewer.  It gets a 3 because I bought 2 of them and gave one to a friends small dog.  They had theirs for a few months before it was too raggedy to keep.",3
298,"3 and 4 pound puppies like this size for fetching and squeaking and attempted dismemberment (no limbs lost yet). Cute.",5
315,"My dog really wanted to love this toy. I know, because he carried it around like it was his baby. But he couldn't help himself,and within a day it was shredded. WestPaw are the only toys my dog cannot destroy.",1
316,"I have a 25 pound mini goldendoodle.  I thought no way does she tear through this  indestructible  teddy bear.  Lasted all of 5 minutes and she had both ears off and the legs torn off... What a joke.  KONG should not be allowed to sell such garbage.  I read the reviews and thought  well they must have a pitbull or a larger dog ... NOPE, my 25 pound doodle ripped it in minutes.  Stay away from this one and go with the fire house toys.",1
317,"He carried it everywhere for weeks! As he got older and his teeth and jaws got stronger, poor little bear eventually went to toy heaven, but it was a terrific toy for a little puppy. So soft and cute, too.",5
320,"Not work it it's so tiny and shabby not worth the money at all I'm not sure it would last now I have to take my little guy to get better one ):",1
322,"This stuffed frog is for  small  dogs, and I mean small. It is very small, and my dog is 12 lbs, and she loves it. She loves tiny toys. I estimate this toy is best for mini-pets like Chihuahua or small (under 10 lbs). I didn't actually see this one from Amazon because I ordered it for my best friend's new puppy who live in CA. I saw this at Petsmart and loved it. It is very cute, and from memory, it is about 3+ inches tall. The fur is soft, and I believe it also has a squeak in it.",5
325,"At least this toy is sturdy for a dog that loves to chew. However, it is very small. About the size of a field mouse. I would only recommend it for very small dogs or puppies. If your dog is more that 8-10lbs. I would get a larger one as it could potentially be a choking hazard.",4
328,"These are very durable, but are tiny!  We use them for our toy size dog.  Great squeaker though and they love them!  Would definitely recommend for a chihua or any smaller dog!",5
329,"Sturdy toy for my 3 rough and tumble dogs.  Item was much smaller than I anticipated/thought but has held up very well to being thrown and played with a great deal.",3
330,"It only took about 20 minutes before my 30lb puppy tore this little guy to shreds. We kept the  skin  around for a week or so before that too was destroyed. Come on Kong, you're supposed to have tough and durable products. What gives?",2
333,"A cute little toy but too small for either my 20 pound dog or our 25 pound canine cousin.  Excellent price.  Gave it to the Humane Society.",3
334,"I have a little dog that is 10 pounds and she just loves this toy. It's the perfect size to fit in her mouth and she carries it everywhere.",5
336,"The dogs play with this for hours and love the way it squeaks. I always keep a few extra on hand.",5
337,"Awesome toy! Stuffingless and my pit bull chews up everything but this toy has seemed to withstand the times of his chewing",5
342,"Oh she adores all her pets but the beaver even it is so small the adores and tries to hide this one and bury it in her bed so no one sees it to take it away from her.  Oh this is so cute being so small (The dukies are cute too - but ); she loves the beaver even more (maybe because of the tail?  Thanks so much KONG for this one.  Again NOT FOR A LARGE DOG  (TOO SMALL)  My dog only 4lbs 5oz.",5
345,"smaller than I thought it would be but true to Kong brand, it is well made and rugged for hours of play. This would be perfect for the toy breeds",2
347,"Given to our 6 month old puppy when he was 14 weeks  old, this toy remains one of his favorites. It is soft and cuddly yet can get tossed around for fun and takes the beating!",5
348,"This toy is very little..........but so is my miniature poodle puppy.  She loves this toy.  I have machine washed it once, and it came out of washer in good shape.",5
349,"I guess it's my own fault, the description does say small...I just didn't expect it to be THAT small. I ended up giving it my cat.",3
352,"Dog liked this one. Enough to play with it lovingly until it was just a shred of brown cloth and fur. He chewed through the body right away to get at the squeaker, but continued chewing long after the squeaker was removed. Did not contain any stuffing for me to remove, and surprisingly the tail stayed on for the whole ride, even after being used frequently as a tug toy.It lasted about 1 month in good condition (not counting the whole where the squeaker was removed from) and lasted in ok condition for another 4 months. I still have it and occasionally give it since dog seems to like killing it just as much as day one.It is very small. fits nicely in the palm of my hand. Dog is 10 lbs, and it was perfect for him, but playing chase the beaver was sometimes a nail biting affair. Dog's biting, my nails.",4
354,"Another toy my dog killed off in record time.  As soon as the squeaker dies my dogs interest dies.  Why can't they make better squeakers???????",3
356,"a fun little thing.  squeaky.  my dog ate the tail but the rest is still going strong.  doesnt seem very durable, even for a soft toy.",3
358,"This is really tiny, and although it came with 2 squeaker inserts, neither one worked. That said, my little dog loves chasing and  killing  this toy. So I squeak another toy, throw this one, and he attacks it with gusto. Good enough.",4
359,"My little Yorkie Zoe just loves these little dog squeakers.  She  will not play with anything larger than these and being able to refill this toy is a plus....They have become very hard to find in the stores, so I was very happy to find them on Amazon!!",5
368,"It is a really small toy. Not appropriate for anything over 15 pounds. My mini dachsie loved the squeezing sound. She is a very enduring chewer and destroyed it within a little bit but she really liked playing with it. If you have a chewer on your hands, this toy will be fun but not everlasting, but in the end, which toy actually is?",5
369,"But my puppies love them. Perfect size for a pomeranian puppy. My two can't get the squeakers squeaking on any other plush toys. I bought all of the Kong teenie weenies and my puppies squeak them and fight over them all day. Good for the dogs&#8230;not so much for the humans in the house.",5
376,"Have had this with a new puppy for over 6months now and it's still going strong.  No stuffing to rip out, comes with an extra squeaker.  Have not had to use extra squeaker yet.  Perfect for small dogs and puppies.",5
381,"We must use the past tense since he was destroyed by Buster Brownie. We almost cried at his destruction, but he was a guest.",4
382,"For some reason our silky terrier  defurs  toys in seconds. we purchased this thinking that it is the kong name it might last longer. However that wasnt the case. He loved it for the first ten mins till the first sqeaker was removed and the toy was skinned, Its nice that they proved a second sqeaker.",3
388,"This is one of the favorite toys of our dogs. It is small, the squeaker can be replaced or removed, and they are able to just toss it anywhere they want.",5
389,"My dog loves this little toy.  She's not a large dog, so the little toys are not intimating and easy for her to carry in her mouth.",5
390,"My smaller girl dog like this one. She runs around the house with it. Its really quite durable. I was surprised as it is so small.",4
395,"We got this as a holiday present for my friend's dog, a Shih Tzu. It was adequate for him as this thing is SMALL. A lot smaller than I thought it would be.This little guy lasted a long time though, but the little shih tzu eventually shaved his beaver.",5
401,"This product's page stated that the product included 4 replacement squeakers, but it only contained 1.  I actually ordered it for the 4 replacement squeakers so I could use them for other toys.",1
402,"Small and squeaky. Sturdy enough for a small dog'. it is easy to chew on but little teeth most likely will not demolish it.",3
404,"AGAIN THIS LITTLE TOY ALSO FASCINATES MY CHIHUAHUA.. SHE KEEPS TRYING TO MAKE IT SQUEAK..SO CUTE TO WATCH.  i CALL IT ''' YOUR BABY '' & THROW IT.  SHE CHASES & BRINGS IT BACK TO ME.. AWWWW.",5
407,"nice size for small dogs but squeaker lasts for about five minutes.  you have to keep replacing them.  wouldn't buy again",2
409,"The little dogs love this toy, and I have to keep it away from the big dogs because it wouldn't last long with them. But the small dogs like to carry it around, chew on it, and hide it from the bigger ones. Definitely for non-aggressive chewers but my dogs do love it.",5
410,"My little morkie loves her need toy! She got it for Christmas and plays with it a lot. Perfect for a little dog like her(4lbs)",5
411,"I found it way to small to give it to a small dog of any size of dog it would be more suitable for a cat then a dog I dident think it was that small to I really had seen it in person I couldent believe how small it really was in it that it would be more  for a cat instead I think",2
412,"This toy, as described, is 7 inches from nose to end of tail.  What I received was maybe an inch and a half.  My dog would have choked on it.",1
415,"Held up well for a teacup poodle",5
421,"Really great product for dog joint health. I recommend it to anyone who has a pet that has poor joints.",5
425,"Has made a big difference in how our 7 year Golden Retriever is able to play and get around.  Definitely a good buy and we will be buying more.",5
429,"...between this product and Advantix, depending upon which product is priced less expensive at the time. That's because both work well at fighting fleas for approximately 3 1/2 weeks. I don't know whether it's because I have a dog and four cats, but we have to reapply flea meds every month, so claims that this product breaks the cycle completely either isn't accurate, or . . . well, I can't fathom why it wouldn't break the cycle completely. We apply the product on all cats and our dog simultaneously, so you'd think that the fleas would die off permanently. Still, it does seem to kill the adults very quickly, as any scratching that took place prior to application immediately stopped after application.",4
444,"We have tried various flea treatments and this is the only one that does the job for us.  Have been using it for years, don't intend switching ever...........",5
447,"I like the new design of the box, but I feel like it takes up more room now. The old package was slimmer and fit in my bag I keep my cat supplies it. But I do think this product will be better than FrontLine.",4
466,"I buy the capsules for flea controle for my other cats, but my  big boy  woun't eat it on his food or stand still to be given it by force. This is the way he gets his!",5
480,"Bought this online and saved mysef quite a bit of money.  This was at least $5 more from my vet, and 10 more at the local pet store.",4
482,"We used this for our dogs and didn't have any issues with it not working for fleas. It doesn't work for ticks, at least not according to package and what I could tell. I ended up buying flea and tick preventative through our big name savings store because buying in bulk worked well for this product for us. Tick preventative is pretty important for us where we've got woods behind us and don't want the dogs bringing ticks into the house.",4
516,"I have used it since it came out and I don't have a flea problem. I also like it for the fact like the drops you can have the problem of the side effects.",5
522,"I used Advantage for years on our outdoor cats and always dreaded the monthly trial of applying it.  It was messy, smelled, and neither the cats nor I enjoyed it.  I started using Program a couple of months ago and couldn't be happier.  There's a lot of liquid in the monthly dose, but I mix it up with some wet food and the cats don't even know it's there.  They gobble it up and DONE.  One cat is 8 lbs and the other about double that, and neither has experienced any negative side effects.  Since Program targets flea eggs, we combine it with the Capstar tablets to address the adult fleas, as well.  It's made a huge difference, and I'm gratified to see the cats relax in comfort rather than constantly scratching and biting.",5
527,"Worked great, sadly they are not available now and Little City Pets supply of the same stuff does not hold up for my pets as after two months on treatment my pets were covered in fleas.",5
533,"We have a couple Labradors.  these are great for larger dogs....  I haven't purchased any other poo-bag brands for a couple years now..",5
538,"We have an 85-pound dog and use 1,000 bags per year (3 per day). There is no denying how good these are, as described by other reviewers. It's the most comfortable way to handle an unpleasant task.What bothers me though is the extra plastic and expense involved with these. Taking into account environmental and economic factors, I prefer to use the smaller and thinner120 Earth Rated Dog Waste Bags, Lavender Scented, 8 Rolls, 120-Count.So what we do is keep both items on hand in a fanny pack. For the biggest or messiest  jobs , we use Mutt Mitts. For typical  duty , the above linked product is very good. That way everyone wins!",4
542,"Used with Bissell 2x Pet stain & Odor Full size machine formula and Bissell Big Green Deep Cleaning Machine and had wonderful results. Would highly recommend all three products and a black light so you can see what your pets have been doing around your house. Read all three of my reviews on this product. Hoover is a thing of the past as far as I'm concerned. Has quality issues now the Bissell has mastered.",5
544,"This pretreat works fantastic!! Got out stains on my beige rug I thought would never come out!! Let sit 15 minutes.. Use your carpet cleaner and boom! Gone!! :)",5
557,"My German Sheperd LOVES this!!He is crazy about playing ball and the Chuck it! makes me happy to play. No more slobbery balls to throw.Your dog drops the ball at your feet (hopefully) and all you need to do is slap the Chuck It on the ball and toss again!Care must be taken if using in a fenced enclosure--the ball can travel quite a distance when  chucked . I have gone into neighbors yards several times to retrieve an overthrown ball.This is a great toy for man and beast!!The rubber balls that are used with the Chuck It are sturdy and have stood up to the chomping of my dog's jaws--which have reduced other balls to rubble.The white ball actually does glow in the dark if you have a dog who is in to night time play.",5
559,"I have a crazy lab mix that is obsessed with tennis balls. We had a smaller version of the Chuckit, which worked great until we lost it. We recently replaced it with a larger version and BOY can this one really launch my balls!! Its great cuz now that she's gotten older she's faster at chasing them down. I really like how it is sized for tennis balls too because my balls are constantly getting destroyed. But, ahh, such is life...",5
562,"Loved this product. It was so easy to use my 3 year old could use it. I can't throw very far and this added more distance for my dog to run.",5
566,"A BALL THROWING ARM EXTENSION! It does best overhand, my uncle mike who was in Vietnam and doesn't have much use of his arms after the agent orange issues he has, can use this thing like no problem, hes the reason i got it. I figured if my uncle could chuck-it 50 yards i could do a little more, honestly i only get it about 50-60 myself,I bought a set a balls definitely buy the ones from chuckit, normal balls work fine but when they get slimey the release early, plus my lab skins and splits tennis balls down the seem in about 3 mins... she has yet to destroy a chuckit ball, but i also dont give her much of a chance to do so.Great for dogs that like to run, as long as they dont run off! lolits been over a year now and the original set of balls are still good, the chuckit rides in the trunk just fine... i love it",5
569,"My dog destroyed the included ball within a span of a few months. It was split open and then jest sort of flattened. The plastic launcher though is excellent! It is very nice not having to pick up the slobbery ball with my hands. This also really gets the ball launched too. I really like it. I know Chuckit sells more solid balls, but it doesn't come with this toy.",4
574,"I got the one in the photo, what an awesome price for this! Its not a knock off, its the real chuck it! My pups love it.",5
578,"This model won't  chuck  the ball as far as a full size, but it goes quite far and is more durable than the other models of the same size.  It also fits in a back pack better.",5
582,"I like the product but I think it would work better with a slightly longer handle. It works but there is a learning curve on where to stop the snaping of the arm and wrist.",5
583,"The inventor of the chuck it is amazing - this is a great product and the craftsmanship is well designed. I love how I dont need to touch a slobbery tennis ball, it picks it up perfectly. Great product for a dog that loves to play catch for hours.",5
588,"Easy to use etc etc.  Recommend you buy the plastic balls that don't come with this launcher.  Much cleaner and more durable.",5
593,"Great for a large back yard this thing will make a ball fly far.",5
594,".....I didn't realize my little Dog ( 1/2 Chihuahua 1/2 Pomeranian) would have trouble getting her mouth around the ball ! I will pass this on to my brother who had a Rottie. Sure wish they made a smaller size !!",3
596,"We already had a green chuck it about the same size. We got a second one so we could each have one in our car. Our dog gets so excited when she sees the chuckit that she's a excited mess all the way to the park. So now we keep a chuckit in each of our cars, out of sight, so that we can always be prepared to play ball with our dog. The chuckit pro is nice. The grip is a nice touch and this one flings the ball further than the regular chuckits with not much effort. Maybe it's weighted differently? Anyway- we fight over who gets to keep the chuckit pro in their car.",5
598,"Brooke our mini Golden Doodle loves her new launcher. So does her best friend Dan.",5
603,"Great toy but I ordered the large by mistake.  I will  have to order a small one.  I have given the large one to my daughter who has two labs.",5
609,"Normal sized tennis balls fit nicely in this dog toy.  Our Border Collie has boundless energy and this thing tosses the ball quite a ways and gives him a good run.  Love it!",5
613,"I started with the smaller chuckit and my dog fell in love with that toy!  We took it to the dog park and another dog ran up to us so excited b/c he loves playing fetch too and recognized the toy.  We have a very large yard and the small one let us throw it about 3/4 of the way.  I wanted to run my lab puppy even more so I bought this one and it is probably because I started with the smaller one, but I feel like it is awkward to use the bigger one and I can still only throw it 3/4 of the way down our yard.  It flies a lot higher and gives my dog more time to run down to where it will land before it bounces, but I prefer the small version of this toy.  But, it works as intended and my dog doesn't care which one I use, she loves the game.",4
614,"I've had one of the original chuckit 26-inch launchers for a long time and love it.  The only real complaint I had with it was that the handle wasn't very ergonomic and sometime slipped out of my hand on a strong throw.  When I saw this 25M, it looked like it could be really nice.  It's OK .. the handle is nice and works about as well as the old one.  The issue is that the ball cup is too loose.  Perhaps it's a decent enough fit for the fuzzy tennis-ball type balls but the rubber chuckit balls like the whistler and the glow-in-the-dark are too loose.  I have to bend the cup closed a bit after every few throws or the ball will slip out at the wrong point in the throw.  Admittedly, I give the thing a good heave .. typically throw the ball a good 160-200 feet depending on the wind .. but I never had that problem with the old chuckit.",3
618,"My Marley loves to go after the balls from Chuckit launcher and never gets tired of doing it...definitely a Golden Retriever.",5
620,"Perfect for playing fetch with my dog.  I don't have to bend my back to pick up the balls after my dog retrieves it.  It is the authentic quality.",5
623,"Works great, but so disappointing to find one in the Dollar store a week after buying this one.  So I bought that one too and am saving this expensive one for when the cheap one breaks...a lot of use and still going great.Feel a bit foolish for spending so much here.",3
624,"I bought one of these and ended up using it for the neighbor dogs more than my own because of the fact that he would not bring it back to me to throw again. Recently, at the age of 2 he has now realized the point of fetch and loves how far I can throw the ball with this. He plays until he can barely catch his breath, so I have stop and give him breaks, otherwise he would just keep going. Also keeps the slober off you and on the ball where it belongs.",5
625,"I bought this for my very enthusiastic lab who was OBSESSED with chasing balls. She LIVED to chase a ball. This one was more economical, I didn't have to pay shipping due to Amazon Prime and it was quick delivery. Unfortunately, Maggie passed away at the age of 3 in her prime. She passed due to complications delivering puppies. The breeder offered me another dog. We will be going to get her on Saturday. She will be enjoying it in Maggie's memory. Our new dog won't replace Maggie but she'll fill a hole. God Bless you Maggie !",5
627,"Wears the dog out 3x faster . The dog is a husky so of course he is full of energy to the point of where I need to throw this ball a billion times but now I just need to throw it a few million times.",5
628,"We love our 1 year old Labrador Retriever...however, contrary to popular belief, he wouldn't retrieve much. You see, my husband is an avid hunter and although we did not buy the dog only for hunting - we wanted a family dog that can go like we do - we had hoped that one way we could get him exercised would be through retrieving. We attempted to begin the awakening of genetics early (the day we brought him home). However, we have children, and although we warned them many times and watched the dog training videos together, as a family, on a loop for days - they thought playing chase and tag with him was a load of fun (which, lets be honest, it is)! Needless to say, he would chase the ball, BUT good luck getting him to bring it back! After the children realized what they had actually done - they vowed no more chase with balls...and we have attempted to begin the training over again. A couple of months ago I started working with him with a Kong ball - the red one. He would retrieve for a little bit - 5 or so throws and then start messing around. I read and watched more videos and worked/played more with him...but he would lose interest, and I had a SLIMEY hand - gross. So, when I saw the Chuck-it and it was on sale - I bought it. I thought at least my hand would not be so icky. It was L-o-V-e at first throw for this guy! He is absolutely obsessed! We bought the rubber balls as he is an avid chewer and would destroy a tennis ball in 2 seconds flat - and the rest is history. I don't think the only reason he is retrieving now is due only to the Chuck-It being so awesome, although it is pretty great. We really worked with him. But it came to our house at just the right time and now I have a clean hand and a VERY happy retriever, who also happens to be a Labrador :D",5
636,"Love it. Can't throw a tennis ball without it. Took a few times to figure out how to launch but it's great to get your dog to run far. Great exerciser. The balls that come with it are great too. Bright and easy to launch",5
642,"Better than the chuckit sport 25m launcher that I had, it was not clear from the pictures but this one has soft handle grips and a little more flex, I find it an improvement on the 25m sport one.",5
644,"Love these! On our fourth one.  Dog has chewed the others up...blame the humans for leaving them where the puppy can get them.  They DO save your arm though and are easy to use.  Chucks a ball nice and far...hours of entertainment for our lab puppy!",5
646,"SAVES A LOT OF WEAR AND TEAR ON YOUR ARM, PLUS GIVES YOUR PUP A GOOD WORK OUT. THE ONLY THING IT'S NOT NEARLY AS 'STURDY' AS THE OLD ONE I HAD, A BIT MORE DELICATE.",4
648,"I have arthritis so I thought this might help me throw the ball for our ball crazy lab.  Don't recommend this one period.  its too long if you actually need a thrower and length made it awkward to handle and reload.  If you have to use a thrower recommend shorter one.  This says classic but it is longer than the ones I have seen at 3 pet stores.",1
650,"This is one of my dogs favorite toys.  She loves to chase balls.  I would advise buying extra balls.  I have difficulty bending over and I make her drop the ball she just chased before I throw another.  I would have no problem buying this again.  It is great for people with mobility problems who still want to play with their dog.",5
651,"My dog and my husband absolutely love the Launcher. We purchased the one that holds a standard tennis ball. I bought the launcher and a bag of tennis balls for my husband to take 'Z' to the park.",5
653,"We have three corgis and now three chuck its.  Those little guys go crazy now, when we pick it up, since they love retrieving so much.  Excellent product for my purposes.",5
659,"What can I say, this is the famous chuckit for a reason. We love it and it lives up to all it's claimed to be.",5
663,"I love this Chuckit!, and appreciate that I'm able to throw the ball a LONG distance. More importantly, my ADHD puppy loves this gadget!",5
666,"I've been told I 'throw a ball like a girl.'  It must be true, because when I throw a ball it doesn't go very far (by the way I'm a woman, not a man).  I can't throw very far with this launcher, either, but I know they work well because I watch my neighbor use his Chuck It Ball Launcher for his retriever-type dog and he can the ball to go REALLY far.  I'm up to about 30' myself with the Chuckit, which I admit isn't very far.  But then again, my dog doesn't really 'retrieve' balls anyway, she just runs around with them in her mouth until I go and take the ball from her, so it's just as well.  But whatever, this launcher makes my ball-throwing time with my dog more fun.",5
667,"Saves a lot of wear and tear on throwing and retrieving the ball from the ground. (Most shelter dogs haven't learned 'fetch and leave it', LOL!!",5
669,"I have gotten products like this before and they were terrible. This one actually picks up the balls and man can you launch those balls. My dog loves it",5
670,"This is an awesome product. Our dog gets more exercise now that we can throw the ball twice as far, plus we're not having to touch the gross ball after it's rolled through the mud and water.",5
672,"This is a great accessory for any dog family. Just stock up on tennis balls cause this think chucks them far. Whats nice is you can use anykind of tennis ball not just the chuck it brand ones.",4
674,"We have 6 Rotties and the standard tennis balls don't last - plus I worry about them swallowing them. So we got this big guy and the rubber Chuckit Large sized balls. Perfect. I can really throw this thing. Drain some energy, get the dogs some exercise, work on impulse control and training. Love it. Really appreciate the larger size.",5
