date,price
2012-06-30,11.417499542236328
2012-07-31,11.664999961853027
2012-08-31,12.41349983215332
2012-09-30,12.715999603271484
2012-10-31,11.644499778747559
2012-11-30,12.602499961853027
2012-12-31,12.543499946594238
2013-01-31,13.274999618530273
2013-02-28,13.213500022888184
2013-03-31,13.32450008392334
2013-04-30,12.690500259399414
2013-05-31,13.460000038146973
2013-06-30,13.884499549865723
2013-07-31,15.060999870300293
2013-08-31,14.048999786376953
2013-09-30,15.631999969482422
2013-10-31,18.201499938964844
2013-11-30,19.680999755859375
2013-12-31,19.93950080871582
2014-01-31,17.934499740600586
2014-02-28,18.104999542236328
2014-03-31,16.818500518798828
2014-04-30,15.206500053405762
2014-05-31,15.6274995803833
2014-06-30,16.23900032043457
2014-07-31,15.649499893188477
2014-08-31,16.95199966430664
2014-09-30,16.121999740600586
2014-10-31,15.27299976348877
2014-11-30,16.93199920654297
2014-12-31,15.517499923706055
2015-01-31,17.726499557495117
2015-02-28,19.007999420166016
2015-03-31,18.604999542236328
2015-04-30,21.089000701904297
2015-05-31,21.46150016784668
2015-06-30,21.704500198364258
2015-07-31,26.8075008392334
2015-08-31,25.644500732421875
2015-09-30,25.594499588012695
2015-10-31,31.295000076293945
2015-11-30,33.2400016784668
2015-12-31,33.794498443603516
2016-01-31,29.350000381469727
2016-02-29,27.625999450683594
2016-03-31,29.68199920654297
2016-04-30,32.97949981689453
2016-05-31,36.13949966430664
2016-06-30,35.78099822998047
2016-07-31,37.94049835205078
2016-08-31,38.45800018310547
2016-09-30,41.865501403808594
2016-10-31,39.49100112915039
2016-11-30,37.528499603271484
2016-12-31,37.493499755859375
2017-01-31,41.17399978637695
2017-02-28,42.25199890136719
2017-03-31,44.32699966430664
2017-04-30,46.2495002746582
2017-05-31,49.73099899291992
2017-06-30,48.400001525878906
2017-07-31,49.388999938964844
2017-08-31,49.029998779296875
2017-09-30,48.067501068115234
2017-10-31,55.263999938964844
2017-11-30,58.837501525878906
2017-12-31,58.4734992980957
2018-01-31,72.54450225830078
2018-02-28,75.62249755859375
2018-03-31,72.36699676513672
2018-04-30,78.30650329589844
2018-05-31,81.48100280761719
2018-06-30,84.98999786376953
2018-07-31,88.87200164794922
2018-08-31,100.635498046875
2018-09-30,100.1500015258789
2018-10-31,79.90049743652344
2018-11-30,84.50849914550781
2018-12-31,75.09850311279297
2019-01-31,85.9365005493164
2019-02-28,81.99150085449219
2019-03-31,89.0374984741211
2019-04-30,96.32599639892578
2019-05-31,88.75350189208984
2019-06-30,94.68150329589844
2019-07-31,93.33899688720703
2019-08-31,88.81449890136719
2019-09-30,86.79550170898438
2019-10-31,88.83300018310547
2019-11-30,90.04000091552734
2019-12-31,92.39199829101562
2020-01-31,100.43599700927734
2020-02-29,94.1875
2020-03-31,97.48600006103516
2020-04-30,123.69999694824219
2020-05-31,122.11849975585938
2020-06-30,137.9409942626953
2020-07-31,158.23399353027344
2020-08-31,172.54800415039062
2020-09-30,157.43649291992188
2020-10-31,151.8074951171875
2020-11-30,158.40199279785156
2020-12-31,162.84649658203125
2021-01-31,160.30999755859375
2021-02-28,154.64649963378906
2021-03-31,154.70399475097656
2021-04-30,173.37100219726562
2021-05-31,161.15350341796875
2021-06-30,172.00799560546875
2021-07-31,166.37950134277344
2021-08-31,173.5395050048828
2021-09-30,164.2519989013672
2021-10-31,168.6215057373047
2021-11-30,175.35350036621094
2021-12-31,166.7169952392578
2022-01-31,149.57350158691406
2022-02-28,153.56300354003906
2022-03-31,162.99749755859375
2022-04-30,124.28150177001953
2022-05-31,120.20950317382812
2022-06-30,106.20999908447266
2022-07-31,134.9499969482422
2022-08-31,126.7699966430664
2022-09-30,113.0
2022-10-31,102.44000244140625
2022-11-30,96.54000091552734
2022-12-31,84.0
2023-01-31,103.12999725341797
2023-02-28,94.2300033569336
2023-03-31,103.29000091552734
2023-04-30,105.44999694824219
2023-05-31,120.58000183105469
2023-06-30,130.36000061035156
2023-07-31,133.67999267578125
2023-08-31,138.00999450683594
2023-09-30,127.12000274658203
2023-10-31,133.08999633789062
2023-11-30,146.08999633789062
2023-12-31,151.94000244140625
2024-01-31,155.1999969482422
2024-02-29,176.75999450683594
2024-03-31,180.3800048828125
2024-04-30,175.0
2024-05-31,176.44000244140625
2024-06-30,193.25
2024-07-31,186.97999572753906
2024-08-31,178.5
2024-09-30,186.3300018310547
2024-10-31,186.39999389648438
2024-11-30,207.88999938964844
2024-12-31,221.3000030517578
